"Производитель";"Код";"Название";"Наличие"
"Schneider           ";"BLNSR003231                   ";"С/У РОЗЕТКА СИЛОВАЯ 2Р+N, 32А, 250В, БЕЛ";"79.00"
"Schneider           ";"BLNSV003231                   ";"С/У ВИЛКА СИЛОВАЯ 2Р+N, 32А, 250В, БЕЛЫЙ";"100.00"
"Schneider           ";"BLNSV003241                   ";"С/У ВИЛКА СИЛОВАЯ 3Р+N 32А, 400В, БЕЛЫЙ ";"21.00"
"Schneider           ";"BLNTA000011                   ";"О/У КОННЕКТОР ТВ ИЗ/ПЛ.,БЕЛЫЙ           ";"7.00"
"Schneider           ";"BLNTA000012                   ";"BLANCA О/У КОННЕКТОР ТВ ИЗОЛ.ПЛ.,МОЛОЧНЫ";"5.00"
"Schneider           ";"BLNTA000016                   ";"О/У КОННЕКТОР ТВ ИЗ/ПЛ.,АНТРАЦИТ        ";"18.00"
"Schneider           ";"BLNVA061011                   ";"О/У 1-кл ВЫКЛ. (cх.1) ИЗ/ПЛ., 6А, БЕЛЫЙ ";"15.00"
"Schneider           ";"BLNVA101011                   ";"О/У 1-кл ВЫКЛ. (cх.1) ИЗ/ПЛ., 10А,БЕЛЫЙ ";"50.00"
"Schneider           ";"BLNVA101012                   ";"BLANCA О/У 1-кл ВЫКЛЮЧАТЕЛЬ (cх.1) ИЗОЛ.";"45.00"
"Schneider           ";"BLNVA101013                   ";"О/У 1-кл ВЫКЛ. (cх.1) ИЗ/ПЛ., 10А, АЛЮМИ";"15.00"
"Schneider           ";"BLNVA101014                   ";"О/У 1-кл ВЫКЛ. (cх.1) ИЗ/ПЛ., 10А, ТИТАН";"32.00"
"Schneider           ";"BLNVA101015                   ";"О/У 1-кл ВЫКЛ. (cх.1) ИЗ/ПЛ., 10А, ЯСЕНЬ";"48.00"
"Schneider           ";"BLNVA101016                   ";"О/У 1-кл ВЫКЛ. (cх.1) ИЗ/ПЛ., 10А, АНТРА";"62.00"
"Schneider           ";"BLNVA101111                   ";"О/У 1-кл ВЫКЛ. с подсв.ИЗ/ПЛ.,10А,БЕЛ   ";"47.00"
"Schneider           ";"BLNVA101112                   ";"BLANCA О/У 1-кл ВЫКЛЮЧАТЕЛЬ (cх.1) с под";"34.00"
"Schneider           ";"BLNVA101113                   ";"О/У 1-кл ВЫКЛ.с подсв.ИЗ/ПЛ.,10А, АЛЮ   ";"12.00"
"Schneider           ";"BLNVA101114                   ";"О/У 1-кл  ВЫКЛ.  с подсв.ИЗ/ПЛ,10А,ТИТ  ";"5.00"
"Schneider           ";"BLNVA101115                   ";"О/У 1-кл ВЫКЛ. с подсв.ИЗ/ПЛ,10А, ЯСНЬ  ";"36.00"
"Schneider           ";"BLNVA101116                   ";"О/У 1-кл ВЫКЛ.  с подсв.ИЗ/ПЛ,10А,2,АНТ ";"15.00"
"Schneider           ";"BLNVA105011                   ";"О/У 2-кл  ВЫКЛ. (cх.5) ИЗ/ПЛ., 10А, БЕЛЫ";"70.00"
"Schneider           ";"BLNVA105012                   ";"О/У 2-клав ВЫКЛ. (cх.5) ИЗ/ПЛ., 10А, 250";"28.00"
"Schneider           ";"BLNVA105013                   ";"О/У 2-клав ВЫКЛ. (cх.5) ИЗ/ПЛ., 10А, 250";"21.00"
"Schneider           ";"BLNVA105014                   ";"О/У 2-кл ВЫКЛ. (cх.5) ИЗ/ПЛ., 10А, ТИТАН";"44.00"
"Schneider           ";"BLNVA105015                   ";"О/У 2-клав ВЫКЛ. (cх.5) ИЗ/ПЛ., 10А ЯСЕН";"56.00"
"Schneider           ";"BLNVA105016                   ";"О/У 2-кл ВЫКЛ. (cх.5) ИЗ/ПЛ., 10А, АНТРА";"44.00"
"Schneider           ";"BLNVA105111                   ";"О/У 2-кл ВЫКЛ. с подсв.ИЗ/ПЛ.,10А,БЕ    ";"39.00"
"Schneider           ";"BLNVA105112                   ";"О/У 2-клав ВЫКЛ. (cх.5) с подс.ИЗ/ПЛ,10А";"13.00"
"Schneider           ";"BLNVA105113                   ";"О/У 2-кл ВЫКЛ. подсв.ИЗ/ПЛ,10А, АЛЮ     ";"21.00"
"Schneider           ";"BLNVA105114                   ";"О/У 2-кл ВЫКЛ.  с подсв.ИЗ/ПЛ,10А, ТИТ  ";"12.00"
"Schneider           ";"BLNVA105116                   ";"О/У 2-кл ВЫКЛ.с подсв.ИЗ/ПЛ,10А,,АНТ    ";"13.00"
"Schneider           ";"BLNVA106011                   ";"О/У 1-клав ПЕРЕКЛ. ИЗ/ПЛ., 10А, БЕЛЫЙ   ";"15.00"
"Schneider           ";"BLNVA106013                   ";"О/У 1-клав ПЕРЕКЛ. (cх.6) ИЗ/ПЛ, 10А, 25";"20.00"
"Schneider           ";"BLNVA106015                   ";"О/У 1-кл ПЕРЕКЛ. ИЗ/ПЛ., 10А, ЯСЕНЬ     ";"49.00"
"Schneider           ";"BLNVA106016                   ";"О/У 1-клав ПЕРЕКЛ.ИЗ/ПЛ, 10А, , АНТРАЦ  ";"28.00"
"Schneider           ";"BLNZA000011                   ";"О/У ЗВОНОК проводной, 8мА, 250В,        ";"20.00"
"Schneider           ";"BPA16-201B                    ";"О/У БЛОК:РОЗ с заз.шт.+ВЫКЛ.1-кл..,БЕЛЫЙ";"28.00"
"Schneider           ";"BPA16-201K                    ";"О/У БЛОК:РОЗ с заз.шт.+ВЫКЛ.1-кл..,КРЕМО";"1.00"
"Schneider           ";"BPA16-202B                    ";"О/У БЛОК:РОЗ с заз.шт.+ВЫКЛ.2-кл..,БЕЛЫЙ";"8.00"
"Schneider           ";"BPA16-202D                    ";"О/У БЛОК:РОЗ с заз.шт.+ВЫКЛ.2-кл..,СОСНА";"13.00"
"Schneider           ";"BPA16-202K                    ";"О/У БЛОК:РОЗ с заз.шт.+ВЫКЛ.2-кл..,КРЕМО";"2.00"
"Schneider           ";"BPA16-204B                    ";"О/У БЛОК:РОЗ.б/заз+ВЫКЛ.1-кл..,БЕЛЫЙ    ";"11.00"
"Schneider           ";"BPA16-205B                    ";"О/У БЛОК:РОЗ.б/заз+ВЫКЛ.2-кл..,БЕЛЫЙ    ";"12.00"
"Schneider           ";"BPA16-205K                    ";"О/У БЛОК:РОЗ.б/заз+ВЫКЛ.2-кл..,КРЕМОВЫЙ ";"12.00"
"Schneider           ";"BPA16-241B                    ";"БЛОК ОДНОКЛАВИШНЫЙ ВЫКЛЮЧ.(СХ. 1), РОЗЕТ";"58.00"
"Schneider           ";"BPA16-241C                    ";"БЛОК ОДНОКЛАВИШНЫЙ ВЫКЛЮЧ.(СХ. 1), РОЗЕТ";"6.00"
"Schneider           ";"BPA16-242B                    ";"БЛОК ДВУХКЛАВИШНЫЙ ВЫКЛЮЧ.(СХ. 5), РОЗЕТ";"11.00"
"Schneider           ";"BPA16-242C                    ";"БЛОК ДВУХКЛАВИШНЫЙ ВЫКЛЮЧ.(СХ. 5), РОЗЕТ";"3.00"
"Schneider           ";"DF101                         ";"РАЗЪЕДИНИТЕЛЬ-ПРЕДОХРАНИТЕЛЬ 32A.1P.10Х3";"8.00"
"Schneider           ";"DF103                         ";"РАЗЪЕД-ПРЕД. 32A.3P.10Х38               ";"2.00"
"Schneider           ";"DF2CN02                       ";"ПРЕДОХРАНИТЕЛЬ ТИП GG,РАЗМЕР 10Х38.2А   ";"8.00"
"Schneider           ";"DF2CN06                       ";"ПРЕДОХРАНИТЕЛЬ ТИП GG,РАЗМЕР 10Х38.6А   ";"6.00"
"Schneider           ";"EZ9A26982                     ";"Пломбируемая клеммная заглушка для авт. ";"197.00"
"Schneider           ";"EZ9C1240                      ";"Easy9 реле напряжения 1П+Н 40А, 230В =S=";"2.00"
"Schneider           ";"EZ9D33610                     ";"ДИФ. АВТ. ВЫКЛ. Easy9 1П+Н 10A 30MA 4,5к";"12.00"
"Schneider           ";"EZ9D33616                     ";"ДИФ. АВТ. ВЫКЛ. Easy9 1П+Н 16A 30MA 4,5к";"10.00"
"Schneider           ";"EZ9D33620                     ";"ДИФ. АВТ. ВЫКЛ. Easy9 1П+Н 20A 30MA 4,5к";"11.00"
"Schneider           ";"EZ9D33625                     ";"ДИФ. АВТ. ВЫКЛ. Easy9 1П+Н 25A 30MA 4,5к";"11.00"
"Schneider           ";"EZ9D33632                     ";"ДИФ. АВТ. ВЫКЛ. Easy9 1П+Н 32A 30MA 4,5к";"14.00"
"Schneider           ";"EZ9D34610                     ";"ДИФ. АВТ. ВЫКЛ. EASY 9 1П+Н 10А 30мА C A";"8.00"
"Schneider           ";"EZ9D34616                     ";"ДИФ. АВТ. ВЫКЛ. EASY 9 1П+Н 16А 30мА C A";"363.00"
"Schneider           ";"EZ9D34620                     ";"ДИФ. АВТ. ВЫКЛ. EASY 9 1П+Н 20А 30мА C A";"27.00"
"Schneider           ";"EZ9D34625                     ";"ДИФ. АВТ. ВЫКЛ. EASY 9 1П+Н 25А 30мА C A";"92.00"
"Schneider           ";"EZ9D34632                     ";"ДИФ. АВТ. ВЫКЛ. EASY 9 1П+Н 32А 30мА C A";"20.00"
"Schneider           ";"EZ9D34640                     ";"ДИФ. АВТ. ВЫКЛ. EASY 9 1П+Н 40А 30мА C A";"3.00"
"Schneider           ";"EZ9D63616                     ";"ДИФ. АВТ. ВЫКЛ. Easy9 1П+Н 16A 10MA 4,5к";"2.00"
"Schneider           ";"EZ9E108P2SRU                  ";"Easy9 корп. навес. с белой дв. 1ряд/8мод";"3.00"
"Schneider           ";"EZ9E108S2FRU                  ";"Easy9 корп. встраив. с прозрач. дв. 1ряд";"5.00"
"Schneider           ";"EZ9E112S2FRU                  ";"Easy9 корп. встраив. с прозрач. дв. 1ряд";"1.00"
"Schneider           ";"EZ9E118S2FRU                  ";"Easy9 корп. встраив. с прозрач. дв. 1ряд";"1.00"
"Schneider           ";"EZ9F14110                     ";"АВТ. ВЫКЛ. EASY 9 1П 10А В 4,5кА 230В =S";"4.00"
"Schneider           ";"EZ9F14116                     ";"АВТ. ВЫКЛ. EASY 9 1П 16А В 4,5кА 230В =S";"48.00"
"Schneider           ";"EZ9F34106                     ";"АВТ. ВЫКЛ. EASY 9 1П 6A C               ";"383.00"
"Schneider           ";"EZ9F34110                     ";"АВТ. ВЫКЛ. EASY 9 1П 10A C              ";"258.00"
"Schneider           ";"EZ9F34116                     ";"АВТ. ВЫКЛ. EASY 9 1П 16A C              ";"Много"
"Schneider           ";"EZ9F34120                     ";"АВТ. ВЫКЛ. EASY 9 1П 20A C              ";"Много"
"Schneider           ";"EZ9F34125                     ";"АВТ. ВЫКЛ. EASY 9 1П 25A C              ";"Много"
"Schneider           ";"EZ9F34150                     ";"АВТ. ВЫКЛ. EASY 9 1П 50A C              ";"35.00"
"Schneider           ";"EZ9F34163                     ";"АВТ. ВЫКЛ. EASY 9 1П 63A C              ";"180.00"
"Schneider           ";"EZ9F34210                     ";"АВТ. ВЫКЛ. EASY 9 2П 10A C              ";"44.00"
"Schneider           ";"EZ9F34216                     ";"АВТ. ВЫКЛ. EASY 9 2П 16A C              ";"74.00"
"Schneider           ";"EZ9F34220                     ";"АВТ. ВЫКЛ. EASY 9 2П 20A C              ";"6.00"
"Schneider           ";"EZ9F34225                     ";"АВТ. ВЫКЛ. EASY 9 2П 25A C              ";"50.00"
"Schneider           ";"EZ9F34240                     ";"АВТ. ВЫКЛ. EASY 9 2П 40A C              ";"142.00"
"Schneider           ";"EZ9F34250                     ";"АВТ. ВЫКЛ. EASY 9 2П 50A C              ";"29.00"
"Schneider           ";"EZ9F34263                     ";"АВТ. ВЫКЛ. EASY 9 2П 63A C              ";"19.00"
"Schneider           ";"EZ9F34306                     ";"АВТ. ВЫКЛ. EASY 9 3П 6A C               ";"16.00"
"Schneider           ";"EZ9F34310                     ";"АВТ. ВЫКЛ. EASY 9 3П 10A C              ";"34.00"
"Schneider           ";"EZ9F34316                     ";"АВТ. ВЫКЛ. EASY 9 3П 16A C              ";"66.00"
"Schneider           ";"EZ9F34325                     ";"АВТ. ВЫКЛ. EASY 9 3П 25A C              ";"89.00"
"Schneider           ";"EZ9F34332                     ";"АВТ. ВЫКЛ. EASY 9 3П 32A C              ";"6.00"
"Schneider           ";"EZ9F34340                     ";"АВТ. ВЫКЛ. EASY 9 3П 40A C              ";"78.00"
"Schneider           ";"EZ9F34350                     ";"АВТ. ВЫКЛ. EASY 9 3П 50A C              ";"80.00"
"Schneider           ";"EZ9F34363                     ";"АВТ. ВЫКЛ. EASY 9 3П 63A C              ";"31.00"
"Schneider           ";"EZ9F34416                     ";"АВТ. ВЫКЛ. EASY 9 4П 16A C              ";"2.00"
"Schneider           ";"EZ9F34425                     ";"АВТ. ВЫКЛ. EASY 9 4П 25A C              ";"12.00"
"Schneider           ";"EZ9F34432                     ";"АВТ. ВЫКЛ. EASY 9 4П 32A C              ";"11.00"
"Schneider           ";"EZ9F34440                     ";"АВТ. ВЫКЛ. EASY 9 4П 40A C              ";"7.00"
"Schneider           ";"EZ9F34463                     ";"АВТ. ВЫКЛ. EASY 9 4П 63A C              ";"4.00"
"Schneider           ";"EZ9R14225                     ";"ДИФ. ВЫКЛ. НАГРУЗКИ EASY 9 2П 25А 10мА A";"6.00"
"Schneider           ";"EZ9R34225                     ";"ДИФ. ВЫКЛ. НАГРУЗКИ EASY 9 2П 25А 30мА A";"42.00"
"Schneider           ";"EZ9R34240                     ";"ДИФ. ВЫКЛ. НАГРУЗКИ EASY 9 2П 40А 30мА A";"28.00"
"Schneider           ";"EZ9R34263                     ";"ДИФ. ВЫКЛ. НАГРУЗКИ EASY 9 2П 63А 30мА A";"6.00"
"Schneider           ";"EZ9R34425                     ";"ДИФ. ВЫКЛ. НАГРУЗКИ EASY 9 4П 25А 30мА A";"9.00"
"Schneider           ";"EZ9R34440                     ";"ДИФ. ВЫКЛ. НАГРУЗКИ EASY 9 4П 40А 30мА A";"18.00"
"Schneider           ";"EZ9R54440                     ";"ДИФ. ВЫКЛ. НАГРУЗКИ EASY 9 4П 40А 100мА ";"3.00"
"Schneider           ";"EZ9R64440                     ";"ДИФ. ВЫКЛ. НАГРУЗКИ EASY 9 4П 40А 300мА ";"15.00"
"Schneider           ";"EZ9R64463                     ";"ДИФ. ВЫКЛ. НАГРУЗКИ EASY 9 4П 63А 300мА ";"1.00"
"Schneider           ";"EZ9S16340                     ";"ВЫКЛ. НАГРУЗКИ EASY9 3П 40А 400В        ";"1.00"
"Schneider           ";"GSL000100                     ";"GLOSSA Коробка наружного монтажа, БЕЛЫЙ ";"5.00"
"Schneider           ";"GSL000100C                    ";"GLOSSA Расширение кор. наружного монтажа";"4.00"
"Schneider           ";"GSL000101                     ";"GLOSSA 1-постовая РАМКА, БЕЛЫЙ          ";"Много"
"Schneider           ";"GSL000102                     ";"GLOSSA 2-постовая РАМКА, горизонтальная,";"Много"
"Schneider           ";"GSL000103                     ";"GLOSSA 3-постовая РАМКА,  БЕЛЫЙ         ";"350.00"
"Schneider           ";"GSL000104                     ";"GLOSSA 4-постовая РАМКА,  БЕЛЫЙ         ";"368.00"
"Schneider           ";"GSL000105                     ";"GLOSSA 5-постовая РАМКА,  БЕЛЫЙ         ";"299.00"
"Schneider           ";"GSL000106                     ";"GLOSSA 2-п РАМКА, верт, БЕЛЫЙ           ";"38.00"
"Schneider           ";"GSL000107                     ";"GLOSSA 3-постовая РАМКА, вертикальная, Б";"24.00"
"Schneider           ";"GSL000108                     ";"GLOSSA 4-постовая РАМКА, вертикальная, Б";"4.00"
"Schneider           ";"GSL000111                     ";"GLOSSA 1-клавишный ВЫКЛЮЧАТЕЛЬ, сх.1, БЕ";"Много"
"Schneider           ";"GSL000112                     ";"GLOSSA 1-клавишный ВЫКЛЮЧАТЕЛЬ, в сборе,";"175.00"
"Schneider           ";"GSL000113                     ";"1-клав ВЫКЛ с подсв, сх.1а ,БЕЛЫЙ       ";"98.00"
"Schneider           ";"GSL000115                     ";"GLOSSA Нажимная КНОПКА, сх.1, 10АХ, меха";"6.00"
"Schneider           ";"GSL000120                     ";"РОЗЕТКА дв.без з/к,16А, в сб., БЕЛ      ";"387.00"
"Schneider           ";"GSL000124                     ";"РОЗЕТКА 2x2P+E, в сборе, БЕЛЫЙ          ";"398.00"
"Schneider           ";"GSL000131                     ";"GLOSSA 3-кл ВЫКЛЮЧ, сх.3, БЕЛЫЙ         ";"58.00"
"Schneider           ";"GSL000137                     ";"GLOSSA СВЕТОРЕГУЛЯТОР (диммер) LED, RC, ";"1.00"
"Schneider           ";"GSL000138                     ";"GLOSSA ТЕРМОСТАТ электрон.теплого пола с";"4.00"
"Schneider           ";"GSL000141                     ";"GLOSSA РОЗЕТКА без заземления, БЕЛЫЙ    ";"Много"
"Schneider           ";"GSL000142                     ";"GLOSSA РОЗЕТКА с заземлением, 16А, в сбо";"423.00"
"Schneider           ";"GSL000143                     ";"GLOSSA РОЗЕТКА 2P+E , БЕЛЫЙ             ";"Много"
"Schneider           ";"GSL000145                     ";"РОЗЕТКА 2P+E  с/шт.  БЕЛЫЙ              ";"316.00"
"Schneider           ";"GSL000146                     ";"РОЗЕТКА с з/к со шт. с крышкой,IP20 в сб";"155.00"
"Schneider           ";"GSL000151                     ";" 2-кл ВЫКЛЮЧАТЕЛЬ, сх.5, БЕЛЫЙ          ";"Много"
"Schneider           ";"GSL000152                     ";"GLOSSA 2-клавишный ВЫКЛЮЧАТЕЛЬ, сх.5, 10";"48.00"
"Schneider           ";"GSL000153                     ";"GLOSSA 2-клавишный ВЫКЛЮЧАТЕЛЬ с подсвет";"162.00"
"Schneider           ";"GSL000160                     ";"GLOSSA БЛОК: РОЗЕТКА + 1-клавишный ВЫКЛЮ";"12.00"
"Schneider           ";"GSL000161                     ";"GLOSSA 1-клавишный ПЕРЕКЛЮЧАТЕЛЬ, сх.6, ";"211.00"
"Schneider           ";"GSL000163                     ";"GLOSSA 1-клавишный ПЕРЕКЛЮЧАТЕЛЬ с подсв";"2.00"
"Schneider           ";"GSL000165                     ";"2-кл ПЕРЕКЛ, сх.6, 10АХ, мех-м БЕЛЫЙ    ";"159.00"
"Schneider           ";"GSL000170                     ";"GLOSSA БЛОК: РОЗЕТКА с заземлением со шт";"9.00"
"Schneider           ";"GSL000171                     ";"Перекр ПЕРЕКЛЮЧ, сх.7, БЕЛЫЙ            ";"153.00"
"Schneider           ";"GSL000172                     ";"GLOSSA БЛОК:РОЗ.и 2-кл. ВЫКЛ.           ";"19.00"
"Schneider           ";"GSL000174                     ";"GLOSSA БЛОК: РОЗЕТКА с заземлением со шт";"6.00"
"Schneider           ";"GSL000175                     ";"БЛОК РОЗ.з/к.шт.+2-кл ВЫКЛ подсв.БЕЛ    ";"5.00"
"Schneider           ";"GSL000176                     ";"GLOSSA БЛОК: РОЗЕТКА и 3-кл. ВЫКЛЮЧАТЕЛЬ";"5.00"
"Schneider           ";"GSL000178                     ";"GLOSSA БЛОК: РОЗЕТКА с заземлением со шт";"19.00"
"Schneider           ";"GSL000181K                    ";"РОЗЕТКА комп RJ45 кат.5E, мех-м БЕЛЫЙ   ";"169.00"
"Schneider           ";"GSL000185KK                   ";"РОЗЕТКА  RJ45+RJ45, 5E, мех, БЕЛЫЙ      ";"155.00"
"Schneider           ";"GSL000191                     ";"GLOSSA TV РОЗЕТКА оконечная 1DB, БЕЛЫЙ  ";"75.00"
"Schneider           ";"GSL000192                     ";"GLOSSA TV РОЗЕТКА проходная 4DB, механиз";"32.00"
"Schneider           ";"GSL000193                     ";"GLOSSA TV АНТЕННА коннектор, механизм, Б";"26.00"
"Schneider           ";"GSL000197                     ";"GLOSSA TV-SAT РОЗЕТКА оконечная 1DB, мех";"6.00"
"Schneider           ";"GSL000199                     ";"GLOSSA ВЫВОД КАБЕЛЯ, механизм, БЕЛЫЙ    ";"13.00"
"Schneider           ";"GSL000201                     ";"GLOSSA 1-постовая РАМКА, БЕЖЕВЫЙ        ";"Много"
"Schneider           ";"GSL000202                     ";"GLOSSA 2-постовая РАМКА, БЕЖЕВЫЙ        ";"418.00"
"Schneider           ";"GSL000203                     ";"GLOSSA 3-постовая РАМКА, БЕЖЕВЫЙ        ";"299.00"
"Schneider           ";"GSL000204                     ";"GLOSSA 4-постовая РАМКА, БЕЖЕВЫЙ        ";"270.00"
"Schneider           ";"GSL000205                     ";"GLOSSA 5-постовая РАМКА, БЕЖЕВЫЙ        ";"79.00"
"Schneider           ";"GSL000206                     ";"GLOSSA 2-постовая РАМКА, верт, БЕЖЕВЫЙ  ";"66.00"
"Schneider           ";"GSL000207                     ";"GLOSSA 3-постовая РАМКА, верт, БЕЖЕВЫЙ  ";"18.00"
"Schneider           ";"GSL000211                     ";"1-клав ВЫКЛЮЧАТЕЛЬ, сх.1, БЕЖЕВЫЙ       ";"Много"
"Schneider           ";"GSL000212                     ";"GLOSSA 1-клавишный ВЫКЛЮЧАТЕЛЬ, сх.1, 10";"38.00"
"Schneider           ";"GSL000213                     ";"1-клав ВЫКЛ с подсв, сх.1а ,БЕЖЕВЫЙ     ";"77.00"
"Schneider           ";"GSL000220                     ";"GLOSSA РОЗЕТКА двойная без заземления, в";"289.00"
"Schneider           ";"GSL000224                     ";"РОЗЕТКА 2x2P+E, в сборе, БЕЖЕВЫЙ        ";"342.00"
"Schneider           ";"GSL000231                     ";"GLOSSA 3-клавишный ВЫКЛЮЧАТЕЛЬ, сх.3, БЕ";"69.00"
"Schneider           ";"GSL000234                     ";"GLOSSA СВЕТОРЕГУЛЯТОР (диммер) поворотны";"7.00"
"Schneider           ";"GSL000237                     ";"GLOSSA СВЕТОРЕГУЛЯТОР (диммер) LED, RC, ";"1.00"
"Schneider           ";"GSL000238                     ";"GLOSSA ТЕРМОСТАТ электр.теплого пола с д";"1.00"
"Schneider           ";"GSL000241                     ";"РОЗЕТКА 2P,  БЕЖЕВЫЙ                    ";"Много"
"Schneider           ";"GSL000242                     ";"GLOSSA РОЗЕТКА с заземлением, 16А, в сбо";"57.00"
"Schneider           ";"GSL000243                     ";"GLOSSA РОЗЕТКА 2P+E, БЕЖЕВЫЙ            ";"Много"
"Schneider           ";"GSL000245                     ";"РОЗЕТКА 2P+E  с/шт.  БЕЖЕВЫЙ            ";"23.00"
"Schneider           ";"GSL000246                     ";"РОЗЕТКА с з/к со штор с крыш,IP20 в сбор";"19.00"
"Schneider           ";"GSL000247                     ";"РОЗЕТКА 2х2P+E со шт в сборе IP44  БЕЖЕВ";"15.00"
"Schneider           ";"GSL000248                     ";"РОЗЕТКА с з/к со штор с крыш,IP44 в сбор";"21.00"
"Schneider           ";"GSL000251                     ";"2-кл ВЫКЛЮЧАТЕЛЬ, сх.5, БЕЖЕВЫЙ         ";"402.00"
"Schneider           ";"GSL000252                     ";"GLOSSA 2-клавишный ВЫКЛЮЧАТЕЛЬ, сх.5, 10";"10.00"
"Schneider           ";"GSL000253                     ";"GLOSSA 2-клавишный ВЫКЛЮЧАТЕЛЬ с подсвет";"280.00"
"Schneider           ";"GSL000261                     ";"GLOSSA 1-клавишный ПЕРЕКЛЮЧАТЕЛЬ, сх.6, ";"181.00"
"Schneider           ";"GSL000263                     ";"GLOSSA 1-клавишный ПЕРЕКЛЮЧАТЕЛЬ с подсв";"2.00"
"Schneider           ";"GSL000265                     ";"GLOSSA 2-клавишный ПЕРЕКЛЮЧАТЕЛЬ, сх.6, ";"35.00"
"Schneider           ";"GSL000271                     ";"Перекр ПЕРЕКЛЮЧ, сх.7, БЕЖЕВЫЙ          ";"58.00"
"Schneider           ";"GSL000272                     ";"GLOSSA БЛОК: РОЗЕТКА и 2-кл. ВЫКЛЮЧАТЕЛЬ";"9.00"
"Schneider           ";"GSL000274                     ";"БЛОК: РОЗЕТКА с з/к со шт+ 2-кл ВЫКЛ БЕЖ";"3.00"
"Schneider           ";"GSL000276                     ";"GLOSSA БЛОК: РОЗЕТКА и 3-кл. ВЫКЛЮЧАТЕЛЬ";"9.00"
"Schneider           ";"GSL000281K                    ";"РОЗЕТКА комп RJ45 кат.5E, мех-м БЕЖЕВЫЙ ";"230.00"
"Schneider           ";"GSL000281T                    ";"GLOSSA РОЗЕТКА телефонная RJ11, БЕЖЕВЫЙ ";"28.00"
"Schneider           ";"GSL000291                     ";"GLOSSA TV РОЗЕТКА оконечная 1DB, БЕЖЕВЫЙ";"81.00"
"Schneider           ";"GSL000292                     ";"GLOSSA TV РОЗЕТКА проходная 4DB, механиз";"11.00"
"Schneider           ";"GSL000293                     ";"GLOSSA TV АНТЕННА коннектор, механизм, Б";"31.00"
"Schneider           ";"GSL000297                     ";"GLOSSA TV-SAT РОЗЕТКА оконечная 1DB, мех";"6.00"
"Schneider           ";"GSL000299                     ";"GLOSSA ВЫВОД КАБЕЛЯ, механизм, БЕЖЕВЫЙ  ";"21.00"
"Schneider           ";"GSL000301                     ";"GLOSSA 1-постовая РАМКА, АЛЮМИНИЙ       ";"78.00"
"Schneider           ";"GSL000302                     ";"GLOSSA 2-постовая РАМКА, АЛЮМИНИЙ       ";"95.00"
"Schneider           ";"GSL000303                     ";"GLOSSA 3-п. РАМКА, горизонт., АЛЮМ      ";"15.00"
"Schneider           ";"GSL000304                     ";"GLOSSA 4-постовая РАМКА, АЛЮМИНИЙ       ";"8.00"
"Schneider           ";"GSL000305                     ";"GLOSSA 5-постовая РАМКА, АЛЮМИНИЙ       ";"19.00"
"Schneider           ";"GSL000306                     ";"GLOSSA 2-постовая РАМКА, вертикальная, А";"31.00"
"Schneider           ";"GSL000307                     ";"GLOSSA 3-постовая РАМКА, вертикальная, А";"13.00"
"Schneider           ";"GSL000311                     ";"GLOSSA 1-клавишный ВЫКЛЮЧАТЕЛЬ, сх.1, АЛ";"63.00"
"Schneider           ";"GSL000312                     ";"GLOSSA 1-клавишный ВЫКЛЮЧАТЕЛЬ, сх.1, 10";"10.00"
"Schneider           ";"GSL000320                     ";"GLOSSA РОЗЕТКА двойная без заземления, в";"21.00"
"Schneider           ";"GSL000324                     ";"РОЗЕТКА 2x2P+E, в сборе, Алюминий       ";"90.00"
"Schneider           ";"GSL000331                     ";"GLOSSA 3-клавишный ВЫКЛЮЧАТЕЛЬ, сх.3, АЛ";"5.00"
"Schneider           ";"GSL000338                     ";"GLOSSA ТЕРМОСТАТ электр.теплого пола с д";"1.00"
"Schneider           ";"GSL000341                     ";"GLOSSA РОЗЕТКА без заземления, АЛЮМИНИЙ ";"148.00"
"Schneider           ";"GSL000343                     ";"GLOSSA РОЗЕТКА с заземлением, АЛЮМИНИЙ  ";"180.00"
"Schneider           ";"GSL000348                     ";"GLOSSA РОЗЕТКА с заземлением со шторками";"23.00"
"Schneider           ";"GSL000351                     ";"2-кл ВЫКЛЮЧАТЕЛЬ, сх.5, АЛЮМИНИЙ        ";"42.00"
"Schneider           ";"GSL000353                     ";"GLOSSA 2-клавишный ВЫКЛЮЧАТЕЛЬ с подсвет";"8.00"
"Schneider           ";"GSL000361                     ";"GLOSSA 1-клавишный ПЕРЕКЛЮЧАТЕЛЬ, сх.6, ";"9.00"
"Schneider           ";"GSL000363                     ";"GLOSSA 1-клавишный ПЕРЕКЛЮЧАТЕЛЬ с подсв";"2.00"
"Schneider           ";"GSL000365                     ";"GLOSSA 2-клавишный ПЕРЕКЛЮЧАТЕЛЬ, сх.6, ";"16.00"
"Schneider           ";"GSL000371                     ";"Перекр ПЕРЕКЛЮЧ, сх.7, 10АХ, АЛЮМИНИЙ   ";"10.00"
"Schneider           ";"GSL000381K                    ";"РОЗЕТКА комп RJ45 кат.5E, мех-м, АЛЮМИНИ";"26.00"
"Schneider           ";"GSL000381T                    ";"РОЗЕТКА тел. RJ11, мех., АЛЮМ           ";"8.00"
"Schneider           ";"GSL000393                     ";"GLOSSA TV АНТЕННА коннектор, механизм, А";"2.00"
"Schneider           ";"GSL000397                     ";"GLOSSA TV-SAT РОЗЕТКА оконечная 1DB, мех";"8.00"
